subj_no,age,group,stim,trial,difficulty,resp,corr,conf,RT_day1,RT_day2
32,19,2,2,171,3,1,0,1,0.948673517,0.981452371
32,38,2,2,172,2,2,1,3,0.566710274,0.529775655
32,36,2,2,173,2,1,0,2,0.76531323,0.744179146
32,29,2,2,174,2,2,1,3,0.624834428,0.524055103
32,25,2,1,175,2,1,1,3,0.651019801,0.685669974
32,40,2,2,176,2,2,1,4,0.495959035,0.401930708
32,21,2,1,177,2,1,1,4,0.810569829,0.862276192
32,39,2,1,178,2,1,1,4,0.557541197,0.560170901
32,39,2,1,179,1,1,1,5,0.316797576,0.252832925
32,18,2,1,180,1,2,0,3,0.661683383,0.595959691
32,19,2,1,181,1,1,1,4,0.374650443,0.40115109
32,38,2,2,182,2,2,1,3,0.321233612,0.237191436
32,36,2,1,183,1,1,1,5,0.36055424,0.309069381
32,29,2,1,184,2,2,0,3,0.57782764,0.63692124
32,25,2,2,185,2,2,1,4,0.613596103,0.567886129
32,40,2,1,186,2,1,1,3,0.674850991,0.590492882
32,21,2,1,187,2,2,0,2,0.679820541,0.633247301
32,39,2,2,188,1,2,1,4,0.277069941,0.252417753
32,39,2,2,189,3,2,1,2,1.214873173,1.14683467
32,18,2,1,190,3,2,0,2,1.329955546,1.355435974
32,19,2,1,191,1,1,1,4,0.502269888,0.586164086
32,38,2,1,192,2,2,0,2,0.704556679,0.633471571
32,36,2,2,193,2,1,0,3,0.736361926,0.717982925
32,29,2,2,194,3,1,0,1,1.507460809,1.455206918
32,25,2,2,195,3,1,0,1,1.111325037,1.180643314
32,40,2,1,196,1,2,0,4,0.65354324,0.654016374
32,21,2,2,197,3,2,1,2,0.636783907,0.737352117
32,39,2,1,198,3,1,1,2,0.768577423,0.802200811
32,39,2,1,199,2,1,1,4,0.748542972,0.714694986
32,18,2,1,200,3,2,0,1,1.098193078,1.234318501
32,19,2,2,201,3,2,1,3,0.686905588,0.722410338
32,38,2,2,202,2,1,0,2,1.043381514,1.02494048
32,36,2,1,203,2,1,1,3,0.617464251,0.56180457
32,29,2,2,204,1,2,1,5,0.480372642,0.439429276
32,25,2,2,205,1,1,0,3,0.594264113,0.54336348
32,40,2,2,206,2,2,1,4,0.849943799,0.84563899
32,21,2,1,207,1,1,1,5,0.371820764,0.37033683
32,39,2,1,208,3,1,1,2,0.464023799,0.422468989
32,39,2,1,209,1,2,0,3,0.434450849,0.450515362
32,18,2,1,210,1,1,1,4,0.403214347,0.368490158
32,19,2,1,211,2,1,1,3,0.599785892,0.579315192
32,38,2,1,212,3,1,1,3,0.901211851,0.827843679
32,36,2,1,213,1,1,1,4,0.389571116,0.27948718
32,29,2,2,214,1,2,1,4,0.324920492,0.274611757
32,25,2,2,215,1,2,1,5,0.49909012,0.534285081
32,40,2,2,216,1,2,1,5,0.39146373,0.441216531
32,21,2,1,217,1,1,1,5,0.461404202,0.483776299
32,39,2,2,218,1,2,1,4,0.4446685,0.421872563
32,39,2,2,219,3,2,1,2,0.61678867,0.673376295
32,18,2,1,220,3,1,1,3,0.693640871,0.706742777
32,19,2,1,221,1,1,1,4,0.423803383,0.326571562
32,38,2,1,222,2,1,1,4,0.449419911,0.421185086
32,36,2,1,223,3,1,1,3,0.877266654,0.919349311
32,29,2,2,224,2,2,1,3,0.614576121,0.646695889
32,25,2,1,225,3,2,0,1,0.71980575,0.703720423
32,40,2,2,226,1,2,1,4,0.510636856,0.448588372
32,21,2,1,227,2,2,0,2,0.771006193,0.645789466
32,39,2,2,228,2,2,1,3,0.580109197,0.635024852
32,39,2,1,229,2,2,0,3,0.494505281,0.424111334
32,18,2,2,230,1,2,1,5,0.386424488,0.285992253
32,19,2,2,231,3,2,1,2,1.148678014,1.094708307
32,38,2,1,232,1,1,1,4,0.490641544,0.461030052
32,36,2,2,233,3,2,1,3,0.528149927,0.397535782
32,29,2,1,234,3,2,0,1,0.212016538,0.183074659
32,25,2,1,235,2,1,1,3,0.616294454,0.572816808
32,40,2,2,236,3,2,1,3,0.566990342,0.495532696
32,21,2,1,237,2,1,1,3,0.577461532,0.630861556
32,39,2,2,238,2,2,1,4,0.733232505,0.694151392
32,39,2,2,239,1,2,1,4,0.43366508,0.405059824
32,18,2,1,240,2,2,0,2,0.788838885,0.781835597
31,39,1,2,1,3,2,1,3,0.734032078,0.788597325
31,26,1,2,2,2,2,1,3,0.645180946,0.683939698
31,23,1,1,3,3,2,0,2,0.414336397,0.455272228
31,36,1,2,4,2,1,0,3,0.776136708,0.802809492
31,21,1,2,5,1,2,1,4,0.325761671,0.286145813
31,32,1,1,6,3,1,1,2,0.718463051,0.742301338
31,23,1,2,7,2,1,0,3,0.607800185,0.551861818
31,33,1,2,8,3,1,0,2,0.952724461,1.000005285
31,40,1,1,9,3,2,0,1,0.597461669,0.596102577
31,39,1,1,10,2,2,0,2,0.747918366,0.764835695
31,39,1,1,11,2,1,1,3,0.632654779,0.645525829
31,26,1,1,12,1,2,0,3,0.667123306,0.603923454
31,23,1,1,13,1,1,1,5,0.477844393,0.554976307
31,36,1,1,14,3,1,1,3,0.49901257,0.541562684
31,21,1,1,15,2,1,1,4,0.521336488,0.492585338
31,32,1,2,16,2,1,0,3,0.826706247,0.835920684
31,23,1,2,17,1,2,1,4,0.282838169,0.253553433
31,33,1,1,18,2,1,1,4,0.499745463,0.385722797
31,40,1,2,19,2,1,0,2,0.41290923,0.373458215
31,39,1,1,20,2,2,0,2,0.692184449,0.629974326
31,39,1,2,21,2,2,1,3,0.71527294,0.745744496
31,26,1,2,22,3,2,1,3,0.829745668,0.847857696
31,23,1,1,23,2,1,1,4,0.562422652,0.551013806
31,36,1,2,24,1,2,1,5,0.287474814,0.301612038
31,21,1,2,25,2,2,1,3,0.574481103,0.60760943
31,32,1,1,26,2,1,1,3,0.678531077,0.681171406
31,23,1,2,27,3,2,1,3,0.983972921,0.912385991
31,33,1,2,28,2,2,1,4,0.603081503,0.698421899
31,40,1,2,29,2,2,1,4,0.723833415,0.707503542
31,39,1,2,30,1,1,0,3,0.422171297,0.455978222
31,39,1,2,31,2,1,0,3,0.895569676,0.792139178
31,26,1,2,32,1,1,0,3,0.416488467,0.484069569
31,23,1,2,33,1,2,1,4,0.428908563,0.315369219
31,36,1,2,34,3,2,1,2,0.714044692,0.767314899
31,21,1,2,35,1,2,1,5,0.254877798,0.195419129
31,32,1,2,36,1,2,1,5,0.360105112,0.358014244
31,23,1,1,37,1,1,1,4,0.347560993,0.426449231
31,33,1,2,38,2,1,0,3,0.651538389,0.668392125
31,40,1,1,39,3,1,1,3,0.959514765,0.943881971
31,39,1,2,40,3,1,0,1,1.193590451,1.164701291
31,39,1,2,41,3,2,1,3,0.92383825,0.913826954
31,26,1,1,42,3,2,0,2,1.055062025,1.040640657
31,23,1,1,43,3,1,1,2,0.651689766,0.616254258
31,36,1,1,44,3,2,0,1,0.770865063,0.660461494
31,21,1,2,45,2,2,1,3,0.736866929,0.744155677
31,32,1,2,46,2,1,0,2,0.83592358,0.834944218
31,23,1,1,47,2,2,0,2,0.858450792,0.913248784
31,33,1,2,48,2,2,1,3,0.802995053,0.862662655
31,40,1,2,49,3,1,0,1,1.457221667,1.351056382
31,39,1,1,50,2,2,0,2,0.333928468,0.325673637
31,39,1,2,51,2,1,0,3,0.710642354,0.742534491
31,26,1,1,52,2,2,0,3,0.62982285,0.592922664
31,23,1,1,53,3,1,1,3,0.67521211,0.690853992
31,36,1,2,54,3,2,1,2,1.006599172,1.064145097
31,21,1,1,55,1,1,1,4,0.486091302,0.494102709
31,32,1,2,56,1,2,1,4,0.404056459,0.505524723
31,23,1,1,57,2,2,0,3,0.906316599,0.839909999
31,33,1,1,58,1,1,1,4,0.417999309,0.424704091
31,40,1,2,59,2,1,0,3,0.633356235,0.656805544
31,39,1,2,60,2,1,0,3,0.68996838,0.653637616
31,39,1,1,61,1,1,1,4,0.504897585,0.586073315
31,26,1,1,62,3,2,0,1,1.9350712,1.993334759
31,23,1,2,63,3,2,1,3,1.130862467,1.214644646
31,36,1,1,64,3,2,0,1,0.318540653,0.375862003
31,21,1,2,65,3,2,1,2,1.254035195,1.252279213
31,32,1,2,66,1,2,1,5,0.21670877,0.174798767
31,23,1,2,67,1,2,1,4,0.413296025,0.392156737
31,33,1,2,68,3,1,0,1,0.909575539,0.914095238
31,40,1,2,69,1,2,1,5,0.436275725,0.424301876
31,39,1,1,70,3,1,1,2,0.951517575,1.063717087
31,39,1,1,71,3,1,1,3,1.144049929,1.175177954
31,26,1,1,72,3,2,0,1,1.318701294,1.247336977
31,23,1,2,73,1,2,1,5,0.224050357,0.217309275
31,36,1,2,74,1,2,1,4,0.418140681,0.47902141
31,21,1,2,75,2,2,1,4,0.558305754,0.614279214
31,32,1,2,76,1,1,0,3,0.459590223,0.472330153
31,23,1,1,77,3,2,0,1,1.320246642,1.333764262
31,33,1,1,78,2,2,0,3,0.782666156,0.752350965
31,40,1,1,79,1,1,1,5,0.302418918,0.344080202
31,39,1,1,80,3,1,1,3,0.690083937,0.701831682
31,39,1,2,81,3,1,0,2,0.629438562,0.658906841
31,26,1,2,82,3,2,1,3,1.086822117,1.115360866
31,23,1,2,83,2,1,0,2,0.867446231,0.833212337
31,36,1,1,84,3,1,1,2,0.874499852,0.861264615
31,21,1,1,85,2,2,0,2,0.674621537,0.787113685
31,32,1,1,86,3,1,1,2,0.4620358,0.420815884
31,23,1,2,87,2,1,0,2,0.58988636,0.505706651
31,33,1,1,88,1,1,1,4,0.378741384,0.390770605
31,40,1,1,89,1,1,1,4,0.381220684,0.401142079
31,39,1,1,90,3,2,0,2,0.709038893,0.684586776
31,39,1,2,91,2,1,0,2,0.652237987,0.652969832
31,26,1,2,92,1,2,1,5,0.558380044,0.496516638
31,23,1,1,93,2,2,0,2,0.865604121,0.857393336
31,36,1,2,94,1,2,1,4,0.418681735,0.462029381
31,21,1,1,95,2,1,1,4,0.43027405,0.416113706
31,32,1,1,96,2,2,0,3,0.748102529,0.6757914
31,23,1,1,97,3,2,0,2,1.086201523,1.111690764
31,33,1,2,98,2,1,0,3,0.859389146,0.865442519
31,40,1,1,99,2,2,0,2,0.901327566,0.9590504
31,39,1,2,100,1,1,0,4,0.616595456,0.580313279
31,39,1,1,101,1,1,1,5,0.327915906,0.378040213
31,26,1,2,102,2,1,0,2,0.664228429,0.666615023
31,23,1,2,103,1,2,1,5,0.41081679,0.457537393
31,36,1,2,104,1,2,1,4,0.368278342,0.409690991
31,21,1,2,105,1,2,1,5,0.519574826,0.507390514
31,32,1,1,106,3,1,1,3,0.937614769,1.018311748
31,23,1,2,107,2,1,0,3,0.720745225,0.742458887
31,33,1,1,108,3,1,1,2,0.619219343,0.524717155
31,40,1,2,109,1,2,1,4,0.439201644,0.576220349
31,39,1,1,110,3,2,0,2,0.402988596,0.389420212
31,39,1,1,111,1,1,1,5,0.494569553,0.533627754
31,26,1,1,112,1,2,0,4,0.429557336,0.297046724
31,23,1,2,113,1,2,1,5,0.388330158,0.270734122
31,36,1,1,114,2,2,0,2,0.794933648,0.773066989
31,21,1,1,115,3,1,1,2,0.900775986,0.912143362
31,32,1,1,116,1,2,0,4,0.562299837,0.546719357
31,23,1,1,117,2,2,0,2,0.777206168,0.753687313
31,33,1,1,118,1,1,1,4,0.153505244,0.25403036
31,40,1,1,119,1,1,1,5,0.604999802,0.609934492
31,39,1,1,120,1,1,1,4,0.447699802,0.417913368
31,39,1,2,121,3,1,0,1,0.821336749,0.817316616
31,26,1,2,122,3,1,0,1,1.119650371,1.141938934
31,23,1,2,123,1,2,1,4,0.335812951,0.275194929
31,36,1,1,124,1,1,1,5,0.356341176,0.276654832
31,21,1,1,125,3,2,0,1,1.323810946,1.403490486
31,32,1,2,126,2,1,0,2,0.561482835,0.532902199
31,23,1,1,127,1,1,1,5,0.451781188,0.431951695
31,33,1,2,128,3,2,1,2,0.817772368,0.870788704
31,40,1,1,129,1,1,1,5,0.227981095,0.228400534
31,39,1,1,130,3,2,0,2,1.321126463,1.373898831
31,39,1,1,131,3,1,1,3,0.761306328,0.765964696
31,26,1,2,132,3,1,0,2,1.063280976,1.092145707
31,23,1,2,133,1,2,1,5,0.238694317,0.265869213
31,36,1,2,134,2,1,0,3,0.874773117,0.916285251
31,21,1,2,135,2,2,1,4,0.550899426,0.603271366
31,32,1,1,136,1,1,1,4,0.404235839,0.394669052
31,23,1,1,137,1,1,1,4,0.239031726,0.259857458
31,33,1,2,138,1,1,0,4,0.49990914,0.436692186
31,40,1,1,139,3,2,0,2,0.917537044,0.936243054
31,39,1,1,140,2,1,1,4,0.598086302,0.582099221
31,39,1,1,141,2,2,0,3,0.642299899,0.661360476
31,26,1,1,142,2,2,0,3,0.818041884,0.854996247
31,23,1,2,143,2,2,1,3,0.539436411,0.584039042
31,36,1,2,144,2,1,0,2,0.876917532,0.786348847
31,21,1,2,145,2,1,0,3,0.843081861,0.750863743
31,32,1,2,146,1,2,1,4,0.358057018,0.36997399
31,23,1,1,147,3,1,1,2,0.72415335,0.802672842
31,33,1,2,148,3,2,1,2,0.965803083,0.967475933
31,40,1,2,149,3,1,0,1,0.963343026,0.923190716
31,39,1,1,150,3,2,0,1,0.893692659,0.948216616
31,39,1,2,151,2,1,0,2,0.610546442,0.616209507
31,26,1,2,152,2,1,0,2,0.490684364,0.481002882
31,23,1,2,153,2,2,1,3,0.653432695,0.6846041
31,36,1,1,154,2,1,1,4,0.559057476,0.485662721
31,21,1,1,155,3,1,1,2,0.774281452,0.738032115
31,32,1,2,156,1,2,1,5,0.433748383,0.407678369
31,23,1,2,157,1,2,1,5,0.444918554,0.463207853
31,33,1,1,158,2,2,0,2,0.701252977,0.711076852
31,40,1,2,159,3,2,1,2,0.573921217,0.628600972
31,39,1,1,160,2,1,1,4,0.666030078,0.636229946
31,39,1,1,161,3,1,1,3,0.977738607,0.982275507
31,26,1,1,162,1,1,1,4,0.428157985,0.450441785
31,23,1,1,163,1,1,1,5,0.42345626,0.534997094
31,36,1,1,164,1,1,1,5,0.416667541,0.394197446
31,21,1,2,165,2,2,1,4,0.614579556,0.68128847
31,32,1,1,166,1,1,1,4,0.337291351,0.356249212
31,23,1,1,167,1,1,1,5,0.37699061,0.424455907
31,33,1,1,168,3,1,1,2,0.543954536,0.550605704
31,40,1,1,169,3,1,1,3,0.995444641,1.022439023
31,39,1,2,170,3,1,0,2,1.169981077,1.124536418
31,39,1,2,171,1,1,0,4,0.648969532,0.523402823
31,26,1,1,172,3,1,1,3,0.462539133,0.386921574
31,23,1,1,173,1,1,1,4,0.331302861,0.340412675
31,36,1,2,174,2,2,1,4,0.562405139,0.54848507
31,21,1,2,175,1,2,1,4,0.333264201,0.380030034
31,32,1,1,176,3,2,0,2,0.71813225,0.733657853
31,23,1,2,177,2,1,0,3,0.804257696,0.769666336
31,33,1,1,178,2,2,0,3,0.655086626,0.684364131
31,40,1,1,179,1,2,0,3,0.370126214,0.412019456
31,39,1,2,180,2,1,0,2,0.820221735,0.812523307
31,39,1,1,181,1,1,1,4,0.262735407,0.308883931
31,26,1,2,182,1,2,1,4,0.284642065,0.1880464
31,23,1,2,183,3,1,0,1,1.239746301,1.249217699
31,36,1,1,184,2,1,1,3,0.486939629,0.561578778
31,21,1,1,185,1,1,1,5,0.455591003,0.492723436
31,32,1,2,186,1,2,1,4,0.348985193,0.329791407
31,23,1,2,187,3,1,0,1,0.686199599,0.73144145
31,33,1,1,188,2,1,1,4,0.480325669,0.52511088
31,40,1,1,189,3,2,0,2,0.626578145,0.639890885
31,39,1,1,190,1,2,0,3,0.446281601,0.417044304
31,39,1,1,191,3,2,0,2,0.955459037,1.013333829
31,26,1,2,192,1,2,1,4,0.394647146,0.417781339
31,23,1,2,193,3,1,0,2,0.776444563,0.751795787
31,36,1,1,194,3,2,0,2,1.260029525,1.225719804
31,21,1,2,195,1,2,1,5,0.479071124,0.437815734
31,32,1,1,196,1,2,0,4,0.452211493,0.439133202
31,23,1,1,197,1,1,1,5,0.33396374,0.369371452
31,33,1,2,198,1,2,1,4,0.476069079,0.464296362
31,40,1,2,199,1,2,1,5,0.291112912,0.31498132
31,39,1,1,200,1,2,0,4,0.498273031,0.563660392
31,39,1,2,201,3,1,0,1,0.516155641,0.514529625
31,26,1,1,202,1,1,1,4,0.472447916,0.493144685
31,23,1,1,203,2,2,0,3,0.744747705,0.755613361
31,36,1,2,204,2,2,1,4,0.705182341,0.747106155
31,21,1,2,205,2,2,1,4,0.746241593,0.7154461
31,32,1,1,206,2,2,0,3,0.951592907,0.942081138
31,23,1,1,207,3,2,0,1,1.082464567,1.064721195
31,33,1,2,208,3,2,1,2,0.11128026,0.149804018
31,40,1,1,209,2,1,1,4,0.575626863,0.540078267
31,39,1,2,210,3,2,1,3,0.698826788,0.720556191
31,39,1,1,211,3,2,0,2,0.576826797,0.6232501
31,26,1,2,212,1,1,0,4,0.495986587,0.552633158
31,23,1,2,213,3,2,1,3,1.007268586,0.959742081
31,36,1,2,214,3,1,0,1,1.242473679,1.291452102
31,21,1,2,215,2,1,0,3,0.711019884,0.646802737
31,32,1,2,216,2,2,1,3,0.542900391,0.55197703
31,23,1,1,217,1,1,1,4,0.211306621,0.292738532
31,33,1,1,218,3,1,1,2,1.133957218,1.123686511
31,40,1,2,219,3,1,0,2,0.71843521,0.686464018
31,39,1,1,220,3,1,1,3,0.728284909,0.737245952
31,39,1,1,221,2,2,0,3,0.401696624,0.435109184
31,26,1,2,222,2,1,0,3,0.684482261,0.577829231
31,23,1,1,223,3,2,0,1,1.077970902,1.084316744
31,36,1,1,224,1,1,1,4,0.306571529,0.364075302
31,21,1,2,225,1,2,1,4,0.442969703,0.424146612
31,32,1,2,226,3,1,0,2,0.741968701,0.717420419
31,23,1,1,227,1,1,1,5,0.532887062,0.440711448
31,33,1,2,228,2,1,0,2,0.898332631,0.906234398
31,40,1,2,229,1,2,1,5,0.562274177,0.564274603
31,39,1,2,230,3,1,0,1,1.031883657,1.031549234
31,39,1,1,231,3,1,1,3,0.957567143,0.959731038
31,26,1,1,232,2,1,1,3,0.678173694,0.738659439
31,23,1,2,233,2,2,1,3,0.732467075,0.723618131
31,36,1,2,234,2,2,1,4,0.645904181,0.571364951
31,21,1,2,235,2,1,0,3,0.821195168,0.823567897
31,32,1,1,236,2,1,1,3,0.607001538,0.57719985
31,23,1,1,237,3,2,0,2,0.767508205,0.68722932
31,33,1,2,238,1,1,0,3,0.348424255,0.285153659
31,40,1,1,239,3,1,1,2,0.704048299,0.719235522
31,39,1,1,240,1,1,1,4,0.298061376,0.307365595
30,33,2,1,1,2,2,0,2,0.727858766,0.761275606
30,34,2,1,2,3,2,0,2,1.483979291,1.505850866
30,27,2,2,3,1,2,1,5,0.523575857,0.477948649
30,20,2,2,4,3,1,0,1,1.265047956,1.279140987
30,18,2,2,5,3,1,0,1,1.702123071,1.635524375
30,18,2,2,6,2,2,1,3,0.630659921,0.729145271
30,37,2,1,7,1,1,1,4,0.268960216,0.138777031
30,28,2,2,8,1,2,1,5,0.478085675,0.413926138
30,26,2,2,9,1,2,1,5,0.326910136,0.366737658
30,21,2,1,10,3,1,1,2,0.759800329,0.718775581
30,33,2,1,11,1,1,1,4,0.360050442,0.191054138
30,34,2,1,12,1,1,1,4,0.347035901,0.425631747
30,27,2,2,13,1,2,1,4,0.324108878,0.291858701
30,20,2,2,14,1,2,1,5,0.252007812,0.199197407
30,18,2,2,15,1,2,1,4,0.470894487,0.519560319
30,18,2,2,16,2,1,0,3,0.707336624,0.66535556
30,37,2,1,17,3,1,1,2,1.000422743,1.023692813
30,28,2,1,18,2,1,1,4,0.612341168,0.608522989
30,26,2,2,19,1,2,1,5,0.405362245,0.458937246
30,21,2,2,20,2,2,1,4,0.781084449,0.794340166
30,33,2,1,21,3,1,1,2,0.888221013,0.877860278
30,34,2,1,22,2,2,0,2,0.855282696,0.862284581
30,27,2,1,23,1,1,1,5,0.36133223,0.335373823
30,20,2,1,24,3,2,0,2,1.045912875,1.069479424
30,18,2,1,25,2,1,1,3,0.834993281,0.832716329
30,18,2,2,26,3,1,0,2,1.089841376,0.992700685
30,37,2,2,27,2,1,0,3,0.603145513,0.556437077
30,28,2,2,28,1,2,1,5,0.300422706,0.292009151
30,26,2,2,29,2,1,0,2,0.650002997,0.680153463
30,21,2,2,30,1,2,1,4,0.314757975,0.378194942
30,33,2,2,31,1,2,1,4,0.465330859,0.462942166
30,34,2,2,32,3,2,1,3,0.874807318,0.789465907
30,27,2,1,33,3,2,0,2,1.241276931,1.261384195
30,20,2,1,34,2,2,0,3,0.528149304,0.516486738
30,18,2,2,35,2,2,1,4,0.733165237,0.748024939
30,18,2,2,36,1,2,1,5,0.451379464,0.431371554
30,37,2,1,37,3,1,1,3,0.808446542,0.778227471
30,28,2,1,38,1,1,1,4,0.410315249,0.362525328
30,26,2,2,39,2,1,0,2,0.615845509,0.594187784
30,21,2,2,40,2,1,0,2,0.966344466,1.003750133
30,33,2,1,41,2,1,1,3,0.839361733,0.910860305
30,34,2,1,42,3,1,1,3,0.980147786,0.998448899
30,27,2,1,43,1,1,1,4,0.478871482,0.483522691
30,20,2,1,44,3,2,0,1,0.994049786,0.934514002
30,18,2,1,45,3,2,0,2,0.992836335,1.009617242
30,18,2,1,46,2,1,1,3,0.701548349,0.630917246
30,37,2,2,47,3,1,0,2,1.149949611,1.12780831
30,28,2,1,48,2,2,0,2,0.621025777,0.512991884
30,26,2,1,49,2,1,1,4,0.511604138,0.480364428
30,21,2,2,50,2,1,0,3,0.668298686,0.674140953
30,33,2,1,51,1,1,1,5,0.372196942,0.432914348
30,34,2,2,52,2,2,1,4,0.52538339,0.62292511
30,27,2,1,53,2,1,1,3,0.836061087,0.896517759
30,20,2,1,54,1,1,1,4,0.353656849,0.215013246
30,18,2,1,55,2,1,1,4,0.653368453,0.729282424
30,18,2,1,56,2,1,1,4,0.71082159,0.658984868
30,37,2,2,57,3,1,0,2,1.05158715,1.12600521
30,28,2,1,58,1,1,1,5,0.38281673,0.425923289
30,26,2,2,59,3,2,1,2,0.86056574,0.790648783
30,21,2,2,60,2,1,0,3,0.634319592,0.683151191
30,33,2,1,61,1,1,1,5,0.410771979,0.43585297
30,34,2,2,62,3,2,1,2,1.177340718,1.223030389
30,27,2,1,63,3,1,1,2,0.95637803,0.955182591
30,20,2,2,64,3,1,0,1,1.002630875,1.016700823
30,18,2,2,65,1,2,1,5,0.383113263,0.370616776
30,18,2,1,66,3,1,1,3,0.792157054,0.88728895
30,37,2,1,67,1,1,1,5,0.397054932,0.381149549
30,28,2,2,68,3,2,1,3,0.68013186,0.644717294
30,26,2,2,69,1,2,1,5,0.394021207,0.350570565
30,21,2,2,70,2,1,0,2,0.676378275,0.739086906
30,33,2,2,71,2,2,1,4,0.519108649,0.547490177
30,34,2,2,72,3,1,0,1,0.951153737,0.888227903
30,27,2,2,73,2,2,1,4,0.621475588,0.621383817
30,20,2,2,74,2,1,0,2,0.673586571,0.630849981
30,18,2,2,75,2,1,0,2,0.704430934,0.651897138
30,18,2,1,76,1,1,1,5,0.191722911,0.141511654
30,37,2,2,77,3,2,1,2,0.742681009,0.74029241
30,28,2,1,78,2,1,1,3,0.54048939,0.504564387
30,26,2,2,79,3,1,0,1,0.979355277,1.00030754
30,21,2,2,80,3,1,0,2,0.9218816,0.879102617
30,33,2,2,81,2,2,1,3,0.692188908,0.832325484
30,34,2,1,82,1,1,1,5,0.347279311,0.355241742
30,27,2,2,83,1,1,0,3,0.800001036,0.797288147
30,20,2,2,84,3,2,1,2,0.736389124,0.714835183
30,18,2,1,85,2,2,0,2,0.737809706,0.790611187
30,18,2,1,86,2,1,1,4,0.678054653,0.706179559
30,37,2,2,87,3,2,1,2,1.003789229,0.980197973
30,28,2,2,88,1,2,1,5,0.632229635,0.749515834
30,26,2,2,89,3,2,1,2,1.098607926,1.041220537
30,21,2,2,90,2,2,1,4,0.544118509,0.582348752
30,33,2,1,91,1,1,1,4,0.384739944,0.390479898
30,34,2,1,92,1,1,1,5,0.473906231,0.439928789
30,27,2,2,93,2,1,0,3,0.752474427,0.717996837
30,20,2,1,94,1,1,1,5,0.408143389,0.322066003
30,18,2,1,95,2,1,1,3,0.670308342,0.619057562
30,18,2,1,96,3,2,0,2,0.432603773,0.404036569
30,37,2,1,97,2,2,0,2,0.679438534,0.603237747
30,28,2,1,98,3,2,0,2,0.57589758,0.648190583
30,26,2,1,99,2,1,1,3,0.524845205,0.463233667
30,21,2,1,100,2,1,1,4,0.622969504,0.679654622
30,33,2,1,101,2,1,1,4,0.485400808,0.502909199
30,34,2,1,102,2,1,1,3,0.855571677,0.815385108
30,27,2,1,103,3,1,1,3,0.957305972,1.061298345
30,20,2,2,104,2,2,1,3,0.813565305,0.796763488
30,18,2,2,105,2,2,1,3,0.518194755,0.508894109
30,18,2,1,106,1,1,1,5,0.356904061,0.321395415
30,37,2,1,107,3,2,0,2,1.139935597,1.234686284
30,28,2,2,108,1,2,1,4,0.411434908,0.360433458
30,26,2,1,109,1,1,1,4,0.439312812,0.469721093
30,21,2,2,110,2,1,0,2,0.629862918,0.65664925
30,33,2,1,111,1,1,1,4,0.259569269,0.274165378
30,34,2,2,112,3,2,1,2,0.862538042,0.898492644
30,27,2,2,113,1,2,1,4,0.300958344,0.328057795
30,20,2,1,114,3,1,1,3,0.826974732,0.833348741
30,18,2,1,115,2,1,1,4,0.455009847,0.419170231
30,18,2,1,116,2,2,0,2,0.723309555,0.713017859
30,37,2,2,117,1,1,0,4,0.452124754,0.469894753
30,28,2,1,118,3,2,0,2,0.060583249,0.088574503
30,26,2,2,119,1,2,1,4,0.369769358,0.38980215
30,21,2,1,120,2,2,0,3,0.87500829,0.846293606
30,33,2,1,121,1,2,0,3,0.636916584,0.679001425
30,34,2,1,122,1,1,1,5,0.358819822,0.373328615
30,27,2,1,123,2,2,0,2,0.906201184,0.869837225
30,20,2,2,124,2,2,1,3,0.949647683,0.891811148
30,18,2,2,125,2,1,0,2,0.809663557,0.830569352
30,18,2,2,126,2,2,1,3,0.744525836,0.775545441
30,37,2,2,127,2,1,0,2,0.758096267,0.668252743
30,28,2,1,128,2,1,1,3,0.589429492,0.64745581
30,26,2,1,129,1,2,0,3,0.607580243,0.604337501
30,21,2,1,130,1,1,1,5,0.413271302,0.395316068
30,33,2,2,131,2,2,1,3,0.309722519,0.261521836
30,34,2,1,132,2,1,1,3,0.352596392,0.346518348
30,27,2,2,133,3,2,1,3,0.874261627,0.855533915
30,20,2,2,134,1,1,0,3,0.524090214,0.464762424
30,18,2,2,135,3,2,1,2,0.94992171,0.999516921
30,18,2,1,136,3,2,0,2,1.455856777,1.381852392
30,37,2,1,137,2,1,1,4,0.691609581,0.647448076
30,28,2,1,138,1,1,1,4,0.407029502,0.347899665
30,26,2,2,139,3,2,1,2,0.642693647,0.656709863
30,21,2,2,140,3,1,0,1,1.153058464,1.180366802
30,33,2,2,141,3,2,1,3,0.904434975,1.016833375
30,34,2,1,142,3,1,1,3,0.589887141,0.562827053
30,27,2,2,143,1,2,1,4,0.501031652,0.5086205
30,20,2,1,144,1,1,1,4,0.411646452,0.382981805
30,18,2,2,145,2,1,0,3,0.476926933,0.428088226
30,18,2,1,146,3,1,1,2,1.019143405,1.034298904
30,37,2,2,147,2,1,0,3,0.868613567,0.930912636
30,28,2,1,148,3,2,0,2,1.591506487,1.648973634
30,26,2,2,149,1,2,1,5,0.386971207,0.339234778
30,21,2,2,150,3,1,0,2,0.842332063,0.844638102
30,33,2,2,151,1,2,1,5,0.366994299,0.398218177
30,34,2,2,152,1,2,1,4,0.336209786,0.313780105
30,27,2,1,153,1,1,1,5,0.191683884,0.217767731
30,20,2,1,154,2,1,1,4,0.778770199,0.751898594
30,18,2,2,155,2,1,0,3,0.559804118,0.649046693
