"","subj_no","age","day","stim","trial","difficulty","resp","corr","conf","RT"
"1210",5,37,1,2,10,2,2,1,3,0.75183648500899
"1211",5,31,1,2,11,2,2,1,3,0.586922851132247
"1212",5,32,1,1,12,1,2,0,3,0.499462199661743
"1213",5,24,1,2,13,1,2,1,5,0.272532660256892
"1214",5,37,1,2,14,3,2,1,3,0.678454917517359
"1215",5,19,1,1,15,3,1,1,2,0.793432244769265
"1216",5,38,1,1,16,3,1,1,3,0.665894281908457
"1217",5,33,1,2,17,3,2,1,3,0.914683491375875
"1218",5,24,1,1,18,3,1,1,2,0.248789931659605
"1219",5,30,1,2,19,1,2,1,5,0.534101290565317
"1220",5,37,1,2,20,2,1,0,2,0.683320667764236
"1221",5,31,1,2,21,3,2,1,3,1.06252199138265
"1222",5,32,1,2,22,1,2,1,5,0.488267218480129
"1223",5,24,1,2,23,1,2,1,5,0.504203982930992
"1224",5,37,1,1,24,1,1,1,5,0.29780285238023
"1225",5,19,1,2,25,1,2,1,5,0.246474627136455
"1226",5,38,1,1,26,1,2,0,4,0.296127483224334
"1227",5,33,1,1,27,3,1,1,3,0.710277257330969
"1228",5,24,1,1,28,1,1,1,4,0.402578892662655
"1229",5,30,1,1,29,1,2,0,4,0.661649185982652
"1230",5,37,1,2,30,2,2,1,3,0.57060489864789
"1231",5,31,1,1,31,3,2,0,1,1.64605947883202
"1232",5,32,1,2,32,1,2,1,4,0.318330068950833
"1233",5,24,1,1,33,3,1,1,3,0.695929166204405
"1234",5,37,1,1,34,2,1,1,4,0.498490852591887
"1235",5,19,1,2,35,2,2,1,3,0.507693011442929
"1236",5,38,1,1,36,2,2,0,2,0.567345212493142
"1237",5,33,1,1,37,3,1,1,2,1.19564791058239
"1238",5,24,1,2,38,1,1,0,3,0.476580995122917
"1239",5,30,1,2,39,1,2,1,5,0.410199788332385
"1240",5,37,1,1,40,3,1,1,3,0.902665827002397
"1241",5,31,1,1,41,2,1,1,3,0.792103871046817
"1242",5,32,1,2,42,3,1,0,1,0.703607023290633
"1243",5,24,1,2,43,2,2,1,3,0.518902938816934
"1244",5,37,1,2,44,2,1,0,2,0.602635540643482
"1245",5,19,1,2,45,3,1,0,2,0.893482777213326
"1246",5,38,1,1,46,1,1,1,4,0.243446190488541
"1247",5,33,1,2,47,2,2,1,4,0.576527617699607
"1248",5,24,1,1,48,3,1,1,2,0.788623682320221
"1249",5,30,1,2,49,2,2,1,4,0.602124765413162
"1250",5,37,1,1,50,1,1,1,5,0.276231423708257
"1251",5,31,1,2,51,2,2,1,3,0.745451670606446
"1252",5,32,1,2,52,3,2,1,2,0.873351830472918
"1253",5,24,1,1,53,3,2,0,1,1.33765652533451
"1254",5,37,1,2,54,3,2,1,3,0.941288282416913
"1255",5,19,1,2,55,1,2,1,4,0.510607751715549
"1256",5,38,1,2,56,2,1,0,2,0.89485223999122
"1257",5,33,1,2,57,3,2,1,2,1.08778281149666
"1258",5,24,1,2,58,3,1,0,2,1.05012319100503
"1259",5,30,1,1,59,3,1,1,3,0.639553204221574
"1260",5,37,1,2,60,1,2,1,4,0.500051104916561
"1261",5,31,1,1,61,1,1,1,4,0.517701137838306
"1262",5,32,1,2,62,2,2,1,3,0.560922187842661
"1263",5,24,1,2,63,1,2,1,5,0.381695899554554
"1264",5,37,1,1,64,2,1,1,4,0.75657475747406
"1265",5,19,1,2,65,1,2,1,4,0.372026061578258
"1266",5,38,1,2,66,1,2,1,5,0.38586464893245
"1267",5,33,1,1,67,2,1,1,4,0.540831546895048
"1268",5,24,1,2,68,3,1,0,1,1.23558030507569
"1269",5,30,1,1,69,3,1,1,3,0.846245034408336
"1270",5,37,1,1,70,3,2,0,2,0.606703586388162
"1271",5,31,1,1,71,3,1,1,3,0.957752078036014
"1272",5,32,1,2,72,2,1,0,2,0.777976324799986
"1273",5,24,1,1,73,1,1,1,5,0.447149211916497
"1274",5,37,1,1,74,3,2,0,2,1.52817269543202
"1275",5,19,1,1,75,3,1,1,2,0.57799849231002
"1276",5,38,1,1,76,1,1,1,4,0.300855775459977
"1277",5,33,1,2,77,3,2,1,2,0.724017539384578
"1278",5,24,1,1,78,1,1,1,5,0.329470688910858
"1279",5,30,1,2,79,1,1,0,4,0.594172509966116
"1280",5,37,1,1,80,2,2,0,3,0.703511634149873
"1281",5,31,1,2,81,1,2,1,5,0.432630249805049
"1282",5,32,1,1,82,3,2,0,1,1.21218983819761
"1283",5,24,1,1,83,2,2,0,2,0.746308299861437
"1284",5,37,1,2,84,3,1,0,1,0.983889764422634
"1285",5,19,1,2,85,2,2,1,3,0.689711364268613
"1286",5,38,1,1,86,1,1,1,5,0.43898337688891
"1287",5,33,1,1,87,2,2,0,3,0.562076273174443
"1288",5,24,1,2,88,3,2,1,3,0.580519259336781
"1289",5,30,1,1,89,2,1,1,4,0.401209720603638
"1290",5,37,1,1,90,2,1,1,3,0.748258499462617
"1291",5,31,1,1,91,2,2,0,2,0.698514866876269
"1292",5,32,1,1,92,2,2,0,3,0.798811058665075
"1293",5,24,1,1,93,3,1,1,3,0.973068612901538
"1294",5,37,1,2,94,3,2,1,3,0.697694769085012
"1295",5,19,1,2,95,1,2,1,4,0.353199763777235
"1296",5,38,1,2,96,3,1,0,1,1.12956988410326
"1297",5,33,1,1,97,1,1,1,4,0.527892091900163
"1298",5,24,1,1,98,1,1,1,4,0.398260059693893
"1299",5,30,1,1,99,1,2,0,3,0.512697042672339
"1300",5,37,1,1,100,3,1,1,2,0.681973834143873
"1301",5,31,1,1,101,1,1,1,4,0.534463264927475
"1302",5,32,1,1,102,2,2,0,3,1.00733659732623
"1303",5,24,1,2,103,1,2,1,4,0.272320733319638
"1304",5,37,1,2,104,1,2,1,4,0.504845030133099
"1305",5,19,1,2,105,1,2,1,5,0.376931037296066
"1306",5,38,1,1,106,3,1,1,3,0.811993908949612
"1307",5,33,1,1,107,2,1,1,4,0.737391652303238
"1308",5,24,1,1,108,3,2,0,2,1.39649278484908
"1309",5,30,1,1,109,1,1,1,5,0.299298995612781
"1310",5,37,1,2,110,1,2,1,5,0.479075175922228
"1311",5,31,1,2,111,3,2,1,3,0.720929756702798
"1312",5,32,1,1,112,2,1,1,4,0.526957129481977
"1313",5,24,1,2,113,2,2,1,4,0.515699251626578
"1314",5,37,1,2,114,1,1,0,4,0.454829321701694
"1315",5,19,1,2,115,1,2,1,4,0.306307756026748
"1316",5,38,1,1,116,2,2,0,2,0.818298772420395
"1317",5,33,1,1,117,2,1,1,3,0.601256261074197
"1318",5,24,1,1,118,2,2,0,2,0.486916883373757
"1319",5,30,1,2,119,2,1,0,3,0.835124463630216
"1320",5,37,1,2,120,3,1,0,2,1.01694029240889
"1321",5,31,1,1,121,2,2,0,3,0.521906726134632
"1322",5,32,1,2,122,1,2,1,5,0.441098396791266
"1323",5,24,1,2,123,2,1,0,2,0.968293429978257
"1324",5,37,1,2,124,1,1,0,4,0.652613922366401
"1325",5,19,1,2,125,1,2,1,4,0.593855482368004
"1326",5,38,1,1,126,2,1,1,4,0.369518319616391
"1327",5,33,1,1,127,3,1,1,3,0.734552121475569
"1328",5,24,1,1,128,3,1,1,3,1.06563168395482
"1329",5,30,1,1,129,3,2,0,2,0.97091526694006
"1330",5,37,1,1,130,3,2,0,1,0.553907388894931
"1331",5,31,1,2,131,2,2,1,3,0.589687277741711
"1332",5,32,1,2,132,2,1,0,2,0.662948899893924
"1333",5,24,1,2,133,2,2,1,3,0.707166320356499
"1334",5,37,1,2,134,1,2,1,4,0.487696609222044
"1335",5,19,1,2,135,3,2,1,2,0.682759464516478
"1336",5,38,1,2,136,3,1,0,2,1.33275836589485
"1337",5,33,1,1,137,2,1,1,4,0.585808058583846
"1338",5,24,1,2,138,3,2,1,2,0.658259748843853
"1339",5,30,1,1,139,3,1,1,2,0.66981835000772
"1340",5,37,1,1,140,1,1,1,5,0.508511175431446
"1341",5,31,1,1,141,2,2,0,2,0.827154504058315
"1342",5,32,1,1,142,3,1,1,3,0.767746457223606
"1343",5,24,1,1,143,3,2,0,2,0.868487347149308
"1344",5,37,1,1,144,2,2,0,2,0.700041474579912
"1345",5,19,1,2,145,2,1,0,3,0.960442359994863
"1346",5,38,1,1,146,2,1,1,3,0.655560655052104
"1347",5,33,1,2,147,1,2,1,5,0.47867850161803
"1348",5,24,1,1,148,2,2,0,3,0.625221561332575
"1349",5,30,1,1,149,2,1,1,3,0.699242681852156
"1350",5,37,1,2,150,3,1,0,1,0.976368131562776
"1351",5,31,1,1,151,2,1,1,3,0.684723350955352
"1352",5,32,1,2,152,1,1,0,4,0.407921839799676
"1353",5,24,1,2,153,2,2,1,4,0.578276458102528
"1354",5,37,1,2,154,2,2,1,4,0.513437952251278
"1355",5,19,1,2,155,3,1,0,1,0.904733862307668
"1356",5,38,1,2,156,2,1,0,3,0.563329454264778
"1357",5,33,1,1,157,2,2,0,3,0.661244931894339
"1358",5,24,1,1,158,1,2,0,3,0.505205688381232
"1359",5,30,1,1,159,1,1,1,5,0.520140994638072
"1360",5,37,1,1,160,1,1,1,4,0.543037475796815
"1361",5,31,1,2,161,3,1,0,1,0.940839912199281
"1362",5,32,1,2,162,3,1,0,1,1.02974122268356
"1363",5,24,1,2,163,1,2,1,5,0.23825760171526
"1364",5,37,1,1,164,3,1,1,3,0.827297877190229
"1365",5,19,1,1,165,3,2,0,2,1.22891361045038
"1366",5,38,1,1,166,2,2,0,2,1.00718503839718
"1367",5,33,1,1,167,2,2,0,2,1.02378981212802
"1368",5,24,1,2,168,1,2,1,4,0.444351488679223
"1369",5,30,1,2,169,3,1,0,1,0.995848477549638
"1370",5,37,1,2,170,1,2,1,5,0.418921946458027
"1371",5,31,1,2,171,2,2,1,3,0.76184866860444
"1372",5,32,1,1,172,1,1,1,4,0.265484396879018
"1373",5,24,1,2,173,1,2,1,5,0.141660642044619
"1374",5,37,1,1,174,2,2,0,3,0.573520960540417
"1375",5,19,1,1,175,1,1,1,4,0.3158980345438
"1376",5,38,1,1,176,3,1,1,3,1.10823798321468
"1377",5,33,1,1,177,3,1,1,3,0.756490603601633
"1378",5,24,1,1,178,1,1,1,5,0.487774562005156
"1379",5,30,1,1,179,2,2,0,3,0.910173807338226
"1380",5,37,1,1,180,1,2,0,3,0.63354955089375
"1381",5,31,1,1,181,1,1,1,4,0.369661854542688
"1382",5,32,1,2,182,2,2,1,3,0.422099894040261
"1383",5,24,1,2,183,2,1,0,2,0.944555314537308
"1384",5,37,1,1,184,2,1,1,4,0.529559020059364
"1385",5,19,1,1,185,2,2,0,2,0.877170778620036
"1386",5,38,1,2,186,2,2,1,3,0.788694836838262
"1387",5,33,1,1,187,3,2,0,1,1.77029231422012
"1388",5,24,1,1,188,1,1,1,5,0.419341713493393
"1389",5,30,1,2,189,3,2,1,3,0.815444919968383
"1390",5,37,1,2,190,2,2,1,4,0.607051516673495
"1391",5,31,1,2,191,3,2,1,2,0.814224536180334
"1392",5,32,1,1,192,3,2,0,1,-0.0519645231242893
"1393",5,24,1,2,193,2,1,0,3,0.565179926265813
"1394",5,37,1,2,194,1,1,0,4,0.464570573810851
"1395",5,19,1,1,195,3,1,1,3,0.674229853909647
"1396",5,38,1,1,196,1,1,1,5,0.472382643329509
"1397",5,33,1,1,197,2,2,0,2,0.622261732296996
"1398",5,24,1,2,198,1,2,1,4,0.550489284421345
"1399",5,30,1,2,199,3,1,0,1,1.49279923686823
"1400",5,37,1,2,200,1,1,0,3,0.42324183113988
"1401",5,31,1,2,201,1,2,1,4,0.38839427632173
"1402",5,32,1,2,202,1,2,1,5,0.259142222502092
"1403",5,24,1,1,203,1,1,1,5,0.401143142159168
"1404",5,37,1,1,204,1,2,0,3,0.419530445378847
"1405",5,19,1,2,205,3,1,0,2,0.286115426728246
"1406",5,38,1,1,206,3,2,0,1,0.248139773273486
"1407",5,33,1,2,207,3,1,0,2,0.282635505595719
"1408",5,24,1,2,208,3,2,1,3,0.797062318524358
"1409",5,30,1,2,209,2,2,1,3,0.478064738455978
"1410",5,37,1,1,210,1,1,1,4,0.282437521800447
"1411",5,31,1,1,211,2,2,0,3,0.531641299364223
"1412",5,32,1,2,212,1,2,1,5,0.307192980553586
"1413",5,24,1,2,213,2,1,0,3,0.699573367032444
"1414",5,37,1,2,214,1,1,0,4,0.65098251385063
"1415",5,19,1,1,215,2,1,1,3,0.545848986102501
"1416",5,38,1,1,216,3,1,1,3,0.698598203022506
"1417",5,33,1,1,217,2,1,1,3,0.555773276235561
"1418",5,24,1,1,218,3,1,1,2,0.76033888701009
"1419",5,30,1,1,219,2,1,1,4,0.686453420437564
"1420",5,37,1,1,220,1,1,1,4,0.429302339761391
"1421",5,31,1,2,221,1,2,1,5,0.39078977738633
"1422",5,32,1,1,222,2,2,0,2,0.814479551403532
"1423",5,24,1,1,223,2,1,1,4,0.856626289301528
"1424",5,37,1,2,224,3,1,0,1,1.17557624486907
"1425",5,19,1,1,225,3,2,0,1,1.01981747608428
"1426",5,38,1,1,226,3,2,0,1,1.75349836780281
"1427",5,33,1,2,227,1,2,1,5,0.408446295787234
"1428",5,24,1,1,228,2,1,1,3,0.447918897061203
"1429",5,30,1,2,229,1,2,1,5,0.409035615916775
"1430",5,37,1,1,230,3,1,1,2,1.05467312875007
"1431",5,31,1,2,231,1,2,1,4,0.235079048253511
"1432",5,32,1,1,232,1,1,1,5,0.44345489114016
"1433",5,24,1,2,233,1,2,1,5,0.389522444814802
"1434",5,37,1,1,234,3,2,0,1,1.06097792154508
"1435",5,19,1,1,235,3,2,0,2,0.906995771785513
"1436",5,38,1,1,236,3,2,0,1,1.21468133373556
"1437",5,33,1,2,237,1,2,1,5,0.467844256749701
"1438",5,24,1,2,238,3,1,0,2,1.21573903903914
"1439",5,30,1,2,239,2,2,1,4,0.477062168116997
"1440",5,37,1,2,240,3,2,1,2,0.68009078213779
"1441",4,23,1,1,1,1,1,1,5,0.493059492341796
"1442",4,33,1,2,2,2,2,1,3,0.508186495220846
"1443",4,32,1,1,3,3,2,0,2,1.09907422160386
"1444",4,19,1,2,4,2,2,1,4,0.641546990021829
"1445",4,23,1,2,5,1,2,1,5,0.400291167808732
"1446",4,36,1,1,6,2,2,0,2,0.78613241756159
"1447",4,22,1,2,7,1,1,0,3,0.603933555524593
"1448",4,39,1,2,8,3,2,1,3,0.785700173341339
"1449",4,24,1,2,9,1,2,1,5,0.518701588664621
"1450",4,18,1,2,10,1,2,1,4,0.483270925811658
"1451",4,23,1,1,11,2,1,1,3,0.502232076550323
"1452",4,33,1,1,12,1,1,1,5,0.450338531020307
"1453",4,32,1,2,13,1,2,1,4,0.359020147283582
"1454",4,19,1,2,14,3,1,0,2,1.19019516953236
"1455",4,23,1,2,15,2,2,1,4,0.41890378592393
"1456",4,36,1,2,16,3,1,0,1,0.40217651654556
"1457",4,22,1,2,17,3,2,1,2,0.516735701791263
"1458",4,39,1,2,18,2,2,1,3,0.605880598077586
"1459",4,24,1,1,19,2,2,0,2,0.612726290975285
"1460",4,18,1,1,20,2,2,0,2,0.731863290613291
"1461",4,23,1,2,21,1,2,1,5,0.357266768919558
"1462",4,33,1,2,22,2,2,1,4,0.689941719568779
"1463",4,32,1,1,23,3,1,1,2,0.679002627078985
"1464",4,19,1,1,24,1,1,1,4,0.308161245582246
"1465",4,23,1,1,25,3,1,1,3,0.939725964724026
"1466",4,36,1,2,26,3,1,0,1,1.06892862375964
"1467",4,22,1,1,27,1,1,1,5,0.50812087801479
"1468",4,39,1,1,28,3,2,0,2,1.03893272255093
"1469",4,24,1,1,29,3,1,1,2,1.03496571441792
"1470",4,18,1,1,30,2,2,0,2,0.510535554006608
"1471",4,23,1,1,31,2,2,0,3,0.609053735414593
"1472",4,33,1,2,32,2,1,0,2,0.907089848814579
"1473",4,32,1,1,33,1,1,1,4,0.434343178888927
"1474",4,19,1,2,34,2,2,1,4,0.73650864739854
"1475",4,23,1,1,35,3,1,1,2,0.619684261014196
"1476",4,36,1,1,36,1,1,1,4,0.384352093136771
"1477",4,22,1,2,37,1,2,1,4,0.406550540985545
"1478",4,39,1,2,38,3,1,0,1,1.257440299831
"1479",4,24,1,1,39,1,1,1,5,0.377676502223165
"1480",4,18,1,1,40,3,1,1,2,1.16874897815793
"1481",4,23,1,2,41,3,1,0,1,0.703646653378025
"1482",4,33,1,2,42,3,2,1,2,0.861390804517252
"1483",4,32,1,2,43,2,2,1,4,0.4185329734219
"1484",4,19,1,1,44,3,2,0,1,1.28813364557597
"1485",4,23,1,1,45,1,1,1,4,0.455189357964039
"1486",4,36,1,1,46,1,2,0,3,0.547913448000562
"1487",4,22,1,1,47,2,2,0,3,0.528336240452268
"1488",4,39,1,1,48,3,1,1,2,0.643372427036263
"1489",4,24,1,1,49,1,1,1,4,0.418109215522329
"1490",4,18,1,2,50,2,1,0,3,0.65615891661251
"1491",4,23,1,1,51,3,2,0,1,1.09691663077072
"1492",4,33,1,1,52,1,1,1,4,0.468090256828403
"1493",4,32,1,2,53,1,2,1,4,0.328566681128091
"1494",4,19,1,1,54,1,1,1,4,0.437113708278437
"1495",4,23,1,2,55,2,2,1,3,0.447605335198972
"1496",4,36,1,2,56,2,1,0,3,0.778194950945166
"1497",4,22,1,2,57,3,1,0,2,0.830127399032492
"1498",4,39,1,2,58,2,1,0,3,0.85260925265047
"1499",4,24,1,1,59,2,2,0,3,0.960342209634626
"1500",4,18,1,2,60,1,2,1,5,0.464468044280097
"1501",4,23,1,2,61,1,2,1,4,0.416255146370529
"1502",4,33,1,1,62,3,2,0,2,1.28105690985566
"1503",4,32,1,2,63,3,2,1,3,0.722821908872166
"1504",4,19,1,2,64,3,1,0,1,0.735291423560101
"1505",4,23,1,2,65,1,2,1,4,0.44539641329608
"1506",4,36,1,1,66,3,2,0,2,1.49065403622773
"1507",4,22,1,1,67,2,2,0,3,0.764230100880609
"1508",4,39,1,2,68,3,1,0,1,0.86766375902215
"1509",4,24,1,1,69,1,1,1,5,0.429500980126736
"1510",4,18,1,2,70,1,2,1,5,0.426484532949475
"1511",4,23,1,1,71,3,1,1,2,0.894954516368553
"1512",4,33,1,1,72,2,1,1,3,0.63655690121233
"1513",4,32,1,2,73,1,2,1,5,0.297083894226456
"1514",4,19,1,2,74,2,2,1,3,0.546218983241007
"1515",4,23,1,2,75,3,2,1,3,0.819553247571662
"1516",4,36,1,2,76,2,1,0,2,0.788943807953898
"1517",4,22,1,2,77,3,2,1,3,0.703037688927713
"1518",4,39,1,1,78,2,1,1,4,0.52959835376312
"1519",4,24,1,2,79,2,2,1,4,0.607846741046853
"1520",4,18,1,1,80,2,2,0,3,0.781378016103843
"1521",4,23,1,2,81,3,2,1,2,0.724598655137244
"1522",4,33,1,1,82,1,2,0,4,0.63103301945531
"1523",4,32,1,2,83,3,1,0,1,0.865360702847624
"1524",4,19,1,2,84,2,2,1,4,0.482495276582385
"1525",4,23,1,2,85,3,2,1,3,1.12069305814603
"1526",4,36,1,2,86,3,2,1,3,0.652938694292451
"1527",4,22,1,1,87,1,1,1,5,0.484042217157347
"1528",4,39,1,1,88,3,2,0,1,0.908912358221723
"1529",4,24,1,1,89,1,2,0,3,0.705728163059789
"1530",4,18,1,1,90,2,2,0,2,0.710951708658909
"1531",4,23,1,2,91,3,1,0,1,0.932880809545341
"1532",4,33,1,2,92,1,1,0,3,0.585276848155333
"1533",4,32,1,1,93,2,2,0,2,0.714668769708262
"1534",4,19,1,2,94,1,2,1,5,0.403236711096532
"1535",4,23,1,1,95,1,2,0,4,0.570331696743496
"1536",4,36,1,1,96,3,2,0,1,0.844578118777999
"1537",4,22,1,2,97,2,2,1,4,0.565102758592696
"1538",4,39,1,2,98,3,2,1,2,0.874843086470974
"1539",4,24,1,1,99,3,1,1,2,0.548772813965618
"1540",4,18,1,1,100,2,1,1,4,0.699597702664625
"1541",4,23,1,1,101,3,1,1,3,0.86718609042508
"1542",4,33,1,1,102,1,1,1,5,0.294682939629946
"1543",4,32,1,1,103,1,1,1,5,0.345670266193498
"1544",4,19,1,2,104,2,2,1,3,0.541712691398525
"1545",4,23,1,2,105,1,2,1,4,0.376750108826039
"1546",4,36,1,2,106,3,1,0,1,1.17092429971094
"1547",4,22,1,1,107,3,1,1,3,1.14757411676463
"1548",4,39,1,2,108,1,2,1,5,0.385196545186964
"1549",4,24,1,1,109,1,1,1,4,0.28686220620728
"1550",4,18,1,2,110,3,1,0,2,1.55963690048573
"1551",4,23,1,2,111,2,2,1,3,0.653820757000878
"1552",4,33,1,2,112,2,2,1,4,0.638170023353393
"1553",4,32,1,1,113,3,1,1,2,1.05364191418261
"1554",4,19,1,2,114,1,2,1,5,0.387238811868593
"1555",4,23,1,2,115,3,2,1,3,0.617048883193952
"1556",4,36,1,1,116,3,1,1,3,0.559543533429837
"1557",4,22,1,2,117,3,2,1,3,0.983766266199238
"1558",4,39,1,2,118,3,2,1,2,0.860155211800376
"1559",4,24,1,2,119,3,1,0,1,1.50589808549094
"1560",4,18,1,1,120,1,1,1,4,0.458069088675148
"1561",4,23,1,1,121,1,1,1,5,0.239333730284652
"1562",4,33,1,1,122,1,1,1,5,0.397297963946282
"1563",4,32,1,2,123,2,2,1,4,0.79768253909286
"1564",4,19,1,2,124,2,2,1,3,0.610136321663396
"1565",4,23,1,1,125,1,1,1,4,0.307409273798329
"1566",4,36,1,1,126,1,1,1,4,0.384507844502957
"1567",4,22,1,1,127,1,1,1,5,0.370614430122024
"1568",4,39,1,1,128,1,1,1,4,0.394364080818131
"1569",4,24,1,1,129,1,2,0,4,0.604766476292415
"1570",4,18,1,1,130,2,1,1,4,0.59038912774789
"1571",4,23,1,2,131,2,2,1,4,0.85223308966151
"1572",4,33,1,2,132,1,2,1,5,0.390213910945422
"1573",4,32,1,2,133,3,1,0,1,1.29815228478199
"1574",4,19,1,2,134,2,1,0,2,0.53057493107361
"1575",4,23,1,1,135,2,2,0,2,0.874125817027124
"1576",4,36,1,1,136,2,1,1,3,0.386792482711055
"1577",4,22,1,1,137,2,2,0,2,0.623032602634279
"1578",4,39,1,1,138,2,1,1,3,0.758708099140172
"1579",4,24,1,2,139,3,2,1,3,1.14952962836823
"1580",4,18,1,1,140,2,1,1,4,0.590062935863335
"1581",4,23,1,1,141,1,1,1,5,0.495252592491944
"1582",4,33,1,1,142,2,2,0,3,0.715584478553918
"1583",4,32,1,2,143,1,2,1,5,0.369429974078904
"1584",4,19,1,1,144,3,2,0,2,1.39813959645861
"1585",4,23,1,1,145,2,1,1,3,0.447783291567479
"1586",4,36,1,2,146,2,1,0,3,0.650233602403229
"1587",4,22,1,2,147,2,2,1,4,0.475199493307558
"1588",4,39,1,1,148,2,1,1,4,0.76675577319161
"1589",4,24,1,1,149,3,2,0,1,0.523577937100125
"1590",4,18,1,1,150,1,2,0,3,0.541970467561438
"1591",4,23,1,1,151,1,1,1,4,0.460824221490738
"1592",4,33,1,2,152,1,2,1,4,0.213849077507494
"1593",4,32,1,2,153,2,1,0,3,0.831593535854761
"1594",4,19,1,1,154,1,1,1,4,0.349045668366253
"1595",4,23,1,1,155,3,2,0,1,1.3614341032861
"1596",4,36,1,1,156,3,2,0,1,1.10250397389565
"1597",4,22,1,2,157,1,2,1,5,0.415918627297235
"1598",4,39,1,1,158,1,1,1,5,0.304437367326916
"1599",4,24,1,1,159,1,2,0,4,0.550279133423089
"1600",4,18,1,1,160,3,1,1,3,0.854822184929961
"1601",4,23,1,2,161,3,1,0,2,0.952624102216871
"1602",4,33,1,1,162,3,1,1,3,0.557981880620452
"1603",4,32,1,2,163,2,2,1,3,0.717222128923915
"1604",4,19,1,1,164,3,1,1,3,0.754836707422732
"1605",4,23,1,1,165,2,1,1,3,0.498871923634617
"1606",4,36,1,1,166,2,2,0,2,0.647271346276361
"1607",4,22,1,1,167,1,2,0,4,0.59609684253768
"1608",4,39,1,2,168,3,1,0,2,1.38230221290322
"1609",4,24,1,1,169,1,2,0,4,0.347842578316282
"1610",4,18,1,2,170,2,2,1,3,0.650394741828384
"1611",4,23,1,2,171,2,2,1,4,0.485367687439109
"1612",4,33,1,1,172,2,1,1,3,0.429744712048388
"1613",4,32,1,1,173,1,1,1,4,0.375100614317169
"1614",4,19,1,2,174,3,1,0,2,0.843628255241617
"1615",4,23,1,2,175,2,2,1,3,0.567650765860671
"1616",4,36,1,2,176,2,2,1,4,0.654943341927571
"1617",4,22,1,2,177,3,1,0,1,1.00286537899472
"1618",4,39,1,2,178,2,2,1,3,0.574906914413448
"1619",4,24,1,1,179,2,2,0,2,0.907675004352652
"1620",4,18,1,1,180,3,2,0,1,1.4883739070058
"1621",4,23,1,2,181,2,1,0,3,0.883512018150736
"1622",4,33,1,1,182,1,1,1,4,0.515641589940911
"1623",4,32,1,1,183,1,1,1,4,0.28469303352535
"1624",4,19,1,2,184,2,1,0,2,0.923966244228594
"1625",4,23,1,1,185,1,1,1,4,0.366075842570725
"1626",4,36,1,1,186,2,1,1,4,0.703228540750736
"1627",4,22,1,2,187,1,2,1,4,0.443548097954318
"1628",4,39,1,1,188,3,2,0,2,0.829880278542415
"1629",4,24,1,2,189,2,1,0,2,0.799775082861504
"1630",4,18,1,2,190,1,2,1,4,0.312969362565482
"1631",4,23,1,1,191,3,1,1,2,0.994920620855312
"1632",4,33,1,1,192,2,1,1,3,0.504846443673416
"1633",4,32,1,2,193,2,1,0,3,0.698053277710992
"1634",4,19,1,1,194,1,1,1,4,0.450413252384449
"1635",4,23,1,2,195,2,1,0,2,0.310345168315838
"1636",4,36,1,2,196,3,2,1,2,0.916612036141817
"1637",4,22,1,1,197,3,2,0,2,1.00235323206018
"1638",4,39,1,2,198,2,2,1,4,0.432925960737887
"1639",4,24,1,2,199,1,1,0,3,0.619433697011807
"1640",4,18,1,2,200,1,2,1,5,0.321810165369894
"1641",4,23,1,1,201,1,1,1,4,0.578628948279867
"1642",4,33,1,1,202,3,1,1,2,0.775739986774015
"1643",4,32,1,2,203,3,1,0,2,1.3300089858608
"1644",4,19,1,1,204,1,1,1,4,0.38786463887778
"1645",4,23,1,2,205,3,1,0,1,0.509437590212385
"1646",4,36,1,2,206,3,2,1,2,0.463694476174856
"1647",4,22,1,2,207,1,2,1,5,0.420133826690357
"1648",4,39,1,2,208,3,2,1,2,1.2343202304516
"1649",4,24,1,1,209,1,1,1,4,0.439416398190795
"1650",4,18,1,1,210,3,2,0,1,1.35075300227871
"1651",4,23,1,2,211,3,1,0,2,0.793405861664403
"1652",4,33,1,2,212,1,2,1,4,0.570481720520781
"1653",4,32,1,1,213,2,1,1,4,0.481935190560069
"1654",4,19,1,1,214,2,2,0,3,0.629674273988714
"1655",4,23,1,2,215,1,2,1,4,0.465489363943663
"1656",4,36,1,2,216,1,2,1,5,0.432093872610027
"1657",4,22,1,1,217,3,1,1,2,0.572176251450721
"1658",4,39,1,2,218,3,1,0,1,0.823789831016542
"1659",4,24,1,2,219,1,2,1,5,0.571843884147531
"1660",4,18,1,2,220,2,2,1,4,0.793845683425315
"1661",4,23,1,1,221,1,1,1,5,0.428958756304172
"1662",4,33,1,2,222,2,1,0,2,0.721860054653853
"1663",4,32,1,1,223,3,1,1,2,0.829366249708231
"1664",4,19,1,2,224,3,2,1,2,0.784356253331482
"1665",4,23,1,2,225,2,2,1,4,0.463574099544235
"1666",4,36,1,1,226,2,2,0,2,0.717838118421432
"1667",4,22,1,1,227,1,1,1,5,0.403255124031344
"1668",4,39,1,1,228,1,1,1,5,0.332265875385501
"1669",4,24,1,2,229,3,1,0,1,0.97784019499481
"1670",4,18,1,2,230,2,2,1,4,0.536221710973099
"1671",4,23,1,2,231,1,1,0,4,0.59797009856196
"1672",4,33,1,1,232,3,1,1,2,0.536455273248092
"1673",4,32,1,1,233,1,1,1,5,0.441928159530741
"1674",4,19,1,1,234,3,2,0,1,1.12184352326999
